claim_id,instance_id,l1_regime,shots,sim_seed,noise_regime,delta,p1_expected_cut,p2_expected_cut,margin,preserves_direction
COMB-C2,er_n10_p0.3_seed1,dense-high,1024,2,ideal,0.01,8.6796875,8.7626953125,0.0830078125,1
COMB-C3,er_n10_p0.3_seed1,dense-high,1024,2,ideal,0.05,8.6796875,8.7626953125,0.0830078125,1
COMB-C1,er_n10_p0.3_seed1,dense-high,1024,2,depol-medium,0.0,8.841796875,8.916015625,0.07421875,1
COMB-C2,er_n10_p0.3_seed1,dense-high,1024,2,depol-medium,0.01,8.841796875,8.916015625,0.07421875,1
COMB-C3,er_n10_p0.3_seed1,dense-high,1024,2,depol-medium,0.05,8.841796875,8.916015625,0.07421875,1
COMB-C1,er_n10_p0.3_seed1,dense-high,1024,2,depol-high,0.0,8.876953125,8.998046875,0.12109375,1
COMB-C2,er_n10_p0.3_seed1,dense-high,1024,2,depol-high,0.01,8.876953125,8.998046875,0.12109375,1
COMB-C3,er_n10_p0.3_seed1,dense-high,1024,2,depol-high,0.05,8.876953125,8.998046875,0.12109375,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,512,0,ideal,0.0,8.5,8.638671875,0.138671875,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,512,0,ideal,0.01,8.5,8.638671875,0.138671875,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,512,0,ideal,0.05,8.5,8.638671875,0.138671875,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,512,0,depol-medium,0.0,8.83984375,8.984375,0.14453125,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,512,0,depol-medium,0.01,8.83984375,8.984375,0.14453125,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,512,0,depol-medium,0.05,8.83984375,8.984375,0.14453125,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,512,0,depol-high,0.0,8.76953125,8.939453125,0.169921875,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,512,0,depol-high,0.01,8.76953125,8.939453125,0.169921875,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,512,0,depol-high,0.05,8.76953125,8.939453125,0.169921875,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,512,1,ideal,0.0,8.755859375,8.77734375,0.021484375,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,512,1,ideal,0.01,8.755859375,8.77734375,0.021484375,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,512,1,ideal,0.05,8.755859375,8.77734375,0.021484375,0
COMB-C1,er_n10_p0.3_seed1,constrained-basis,512,1,depol-medium,0.0,8.833984375,8.984375,0.150390625,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,512,1,depol-medium,0.01,8.833984375,8.984375,0.150390625,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,512,1,depol-medium,0.05,8.833984375,8.984375,0.150390625,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,512,1,depol-high,0.0,8.765625,8.947265625,0.181640625,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,512,1,depol-high,0.01,8.765625,8.947265625,0.181640625,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,512,1,depol-high,0.05,8.765625,8.947265625,0.181640625,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,512,2,ideal,0.0,8.626953125,8.77734375,0.150390625,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,512,2,ideal,0.01,8.626953125,8.77734375,0.150390625,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,512,2,ideal,0.05,8.626953125,8.77734375,0.150390625,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,512,2,depol-medium,0.0,8.826171875,8.984375,0.158203125,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,512,2,depol-medium,0.01,8.826171875,8.984375,0.158203125,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,512,2,depol-medium,0.05,8.826171875,8.984375,0.158203125,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,512,2,depol-high,0.0,8.76953125,8.947265625,0.177734375,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,512,2,depol-high,0.01,8.76953125,8.947265625,0.177734375,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,512,2,depol-high,0.05,8.76953125,8.947265625,0.177734375,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,1024,0,ideal,0.0,8.576171875,8.705078125,0.12890625,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,1024,0,ideal,0.01,8.576171875,8.705078125,0.12890625,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,1024,0,ideal,0.05,8.576171875,8.705078125,0.12890625,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,1024,0,depol-medium,0.0,8.70703125,8.958984375,0.251953125,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,1024,0,depol-medium,0.01,8.70703125,8.958984375,0.251953125,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,1024,0,depol-medium,0.05,8.70703125,8.958984375,0.251953125,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,1024,0,depol-high,0.0,8.73046875,8.9052734375,0.1748046875,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,1024,0,depol-high,0.01,8.73046875,8.9052734375,0.1748046875,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,1024,0,depol-high,0.05,8.73046875,8.9052734375,0.1748046875,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,1024,1,ideal,0.0,8.693359375,8.79296875,0.099609375,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,1024,1,ideal,0.01,8.693359375,8.79296875,0.099609375,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,1024,1,ideal,0.05,8.693359375,8.79296875,0.099609375,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,1024,1,depol-medium,0.0,8.7021484375,8.9560546875,0.25390625,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,1024,1,depol-medium,0.01,8.7021484375,8.9560546875,0.25390625,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,1024,1,depol-medium,0.05,8.7021484375,8.9560546875,0.25390625,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,1024,1,depol-high,0.0,8.728515625,8.904296875,0.17578125,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,1024,1,depol-high,0.01,8.728515625,8.904296875,0.17578125,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,1024,1,depol-high,0.05,8.728515625,8.904296875,0.17578125,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,1024,2,ideal,0.0,8.6796875,8.7626953125,0.0830078125,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,1024,2,ideal,0.01,8.6796875,8.7626953125,0.0830078125,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,1024,2,ideal,0.05,8.6796875,8.7626953125,0.0830078125,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,1024,2,depol-medium,0.0,8.6982421875,8.958984375,0.2607421875,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,1024,2,depol-medium,0.01,8.6982421875,8.958984375,0.2607421875,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,1024,2,depol-medium,0.05,8.6982421875,8.958984375,0.2607421875,1
COMB-C1,er_n10_p0.3_seed1,constrained-basis,1024,2,depol-high,0.0,8.7265625,8.9072265625,0.1806640625,1
COMB-C2,er_n10_p0.3_seed1,constrained-basis,1024,2,depol-high,0.01,8.7265625,8.9072265625,0.1806640625,1
COMB-C3,er_n10_p0.3_seed1,constrained-basis,1024,2,depol-high,0.05,8.7265625,8.9072265625,0.1806640625,1
COMB-C1,er_n10_p0.3_seed2,default-low,512,0,ideal,0.0,4.072265625,4.689453125,0.6171875,1
COMB-C2,er_n10_p0.3_seed2,default-low,512,0,ideal,0.01,4.072265625,4.689453125,0.6171875,1
COMB-C3,er_n10_p0.3_seed2,default-low,512,0,ideal,0.05,4.072265625,4.689453125,0.6171875,1
COMB-C1,er_n10_p0.3_seed2,default-low,512,0,depol-medium,0.0,4.0625,4.578125,0.515625,1
COMB-C2,er_n10_p0.3_seed2,default-low,512,0,depol-medium,0.01,4.0625,4.578125,0.515625,1
COMB-C3,er_n10_p0.3_seed2,default-low,512,0,depol-medium,0.05,4.0625,4.578125,0.515625,1
COMB-C1,er_n10_p0.3_seed2,default-low,512,0,depol-high,0.0,4.197265625,4.63671875,0.439453125,1
COMB-C2,er_n10_p0.3_seed2,default-low,512,0,depol-high,0.01,4.197265625,4.63671875,0.439453125,1
COMB-C3,er_n10_p0.3_seed2,default-low,512,0,depol-high,0.05,4.197265625,4.63671875,0.439453125,1
COMB-C1,er_n10_p0.3_seed2,default-low,512,1,ideal,0.0,4.103515625,4.7734375,0.669921875,1
COMB-C2,er_n10_p0.3_seed2,default-low,512,1,ideal,0.01,4.103515625,4.7734375,0.669921875,1
COMB-C3,er_n10_p0.3_seed2,default-low,512,1,ideal,0.05,4.103515625,4.7734375,0.669921875,1
COMB-C1,er_n10_p0.3_seed2,default-low,512,1,depol-medium,0.0,4.064453125,4.576171875,0.51171875,1
COMB-C2,er_n10_p0.3_seed2,default-low,512,1,depol-medium,0.01,4.064453125,4.576171875,0.51171875,1
COMB-C3,er_n10_p0.3_seed2,default-low,512,1,depol-medium,0.05,4.064453125,4.576171875,0.51171875,1
COMB-C1,er_n10_p0.3_seed2,default-low,512,1,depol-high,0.0,4.19921875,4.62890625,0.4296875,1
COMB-C2,er_n10_p0.3_seed2,default-low,512,1,depol-high,0.01,4.19921875,4.62890625,0.4296875,1
COMB-C3,er_n10_p0.3_seed2,default-low,512,1,depol-high,0.05,4.19921875,4.62890625,0.4296875,1
COMB-C1,er_n10_p0.3_seed2,default-low,512,2,ideal,0.0,3.935546875,4.666015625,0.73046875,1
COMB-C2,er_n10_p0.3_seed2,default-low,512,2,ideal,0.01,3.935546875,4.666015625,0.73046875,1
COMB-C3,er_n10_p0.3_seed2,default-low,512,2,ideal,0.05,3.935546875,4.666015625,0.73046875,1
COMB-C1,er_n10_p0.3_seed2,default-low,512,2,depol-medium,0.0,4.0625,4.572265625,0.509765625,1
COMB-C2,er_n10_p0.3_seed2,default-low,512,2,depol-medium,0.01,4.0625,4.572265625,0.509765625,1
COMB-C3,er_n10_p0.3_seed2,default-low,512,2,depol-medium,0.05,4.0625,4.572265625,0.509765625,1
COMB-C1,er_n10_p0.3_seed2,default-low,512,2,depol-high,0.0,4.197265625,4.626953125,0.4296875,1
COMB-C2,er_n10_p0.3_seed2,default-low,512,2,depol-high,0.01,4.197265625,4.626953125,0.4296875,1
COMB-C3,er_n10_p0.3_seed2,default-low,512,2,depol-high,0.05,4.197265625,4.626953125,0.4296875,1
COMB-C1,er_n10_p0.3_seed2,default-low,1024,0,ideal,0.0,4.0517578125,4.73046875,0.6787109375,1
COMB-C2,er_n10_p0.3_seed2,default-low,1024,0,ideal,0.01,4.0517578125,4.73046875,0.6787109375,1
COMB-C3,er_n10_p0.3_seed2,default-low,1024,0,ideal,0.05,4.0517578125,4.73046875,0.6787109375,1
COMB-C1,er_n10_p0.3_seed2,default-low,1024,0,depol-medium,0.0,4.0810546875,4.6748046875,0.59375,1
COMB-C2,er_n10_p0.3_seed2,default-low,1024,0,depol-medium,0.01,4.0810546875,4.6748046875,0.59375,1
COMB-C3,er_n10_p0.3_seed2,default-low,1024,0,depol-medium,0.05,4.0810546875,4.6748046875,0.59375,1
COMB-C1,er_n10_p0.3_seed2,default-low,1024,0,depol-high,0.0,4.234375,4.720703125,0.486328125,1
COMB-C2,er_n10_p0.3_seed2,default-low,1024,0,depol-high,0.01,4.234375,4.720703125,0.486328125,1
COMB-C3,er_n10_p0.3_seed2,default-low,1024,0,depol-high,0.05,4.234375,4.720703125,0.486328125,1
COMB-C1,er_n10_p0.3_seed2,default-low,1024,1,ideal,0.0,4.06640625,4.7421875,0.67578125,1
COMB-C2,er_n10_p0.3_seed2,default-low,1024,1,ideal,0.01,4.06640625,4.7421875,0.67578125,1
COMB-C3,er_n10_p0.3_seed2,default-low,1024,1,ideal,0.05,4.06640625,4.7421875,0.67578125,1
COMB-C1,er_n10_p0.3_seed2,default-low,1024,1,depol-medium,0.0,4.0791015625,4.671875,0.5927734375,1
COMB-C2,er_n10_p0.3_seed2,default-low,1024,1,depol-medium,0.01,4.0791015625,4.671875,0.5927734375,1
COMB-C3,er_n10_p0.3_seed2,default-low,1024,1,depol-medium,0.05,4.0791015625,4.671875,0.5927734375,1
COMB-C1,er_n10_p0.3_seed2,default-low,1024,1,depol-high,0.0,4.2314453125,4.71484375,0.4833984375,1
COMB-C2,er_n10_p0.3_seed2,default-low,1024,1,depol-high,0.01,4.2314453125,4.71484375,0.4833984375,1
COMB-C3,er_n10_p0.3_seed2,default-low,1024,1,depol-high,0.05,4.2314453125,4.71484375,0.4833984375,1
COMB-C1,er_n10_p0.3_seed2,default-low,1024,2,ideal,0.0,4.0234375,4.7216796875,0.6982421875,1
COMB-C2,er_n10_p0.3_seed2,default-low,1024,2,ideal,0.01,4.0234375,4.7216796875,0.6982421875,1
COMB-C3,er_n10_p0.3_seed2,default-low,1024,2,ideal,0.05,4.0234375,4.7216796875,0.6982421875,1
COMB-C1,er_n10_p0.3_seed2,default-low,1024,2,depol-medium,0.0,4.076171875,4.671875,0.595703125,1
COMB-C2,er_n10_p0.3_seed2,default-low,1024,2,depol-medium,0.01,4.076171875,4.671875,0.595703125,1
COMB-C3,er_n10_p0.3_seed2,default-low,1024,2,depol-medium,0.05,4.076171875,4.671875,0.595703125,1
COMB-C1,er_n10_p0.3_seed2,default-low,1024,2,depol-high,0.0,4.2275390625,4.7158203125,0.48828125,1
COMB-C2,er_n10_p0.3_seed2,default-low,1024,2,depol-high,0.01,4.2275390625,4.7158203125,0.48828125,1
COMB-C3,er_n10_p0.3_seed2,default-low,1024,2,depol-high,0.05,4.2275390625,4.7158203125,0.48828125,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,512,0,ideal,0.0,4.072265625,4.689453125,0.6171875,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,512,0,ideal,0.01,4.072265625,4.689453125,0.6171875,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,512,0,ideal,0.05,4.072265625,4.689453125,0.6171875,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,512,0,depol-medium,0.0,4.0625,4.578125,0.515625,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,512,0,depol-medium,0.01,4.0625,4.578125,0.515625,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,512,0,depol-medium,0.05,4.0625,4.578125,0.515625,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,512,0,depol-high,0.0,4.197265625,4.63671875,0.439453125,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,512,0,depol-high,0.01,4.197265625,4.63671875,0.439453125,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,512,0,depol-high,0.05,4.197265625,4.63671875,0.439453125,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,512,1,ideal,0.0,4.103515625,4.7734375,0.669921875,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,512,1,ideal,0.01,4.103515625,4.7734375,0.669921875,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,512,1,ideal,0.05,4.103515625,4.7734375,0.669921875,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,512,1,depol-medium,0.0,4.064453125,4.576171875,0.51171875,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,512,1,depol-medium,0.01,4.064453125,4.576171875,0.51171875,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,512,1,depol-medium,0.05,4.064453125,4.576171875,0.51171875,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,512,1,depol-high,0.0,4.19921875,4.62890625,0.4296875,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,512,1,depol-high,0.01,4.19921875,4.62890625,0.4296875,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,512,1,depol-high,0.05,4.19921875,4.62890625,0.4296875,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,512,2,ideal,0.0,3.935546875,4.666015625,0.73046875,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,512,2,ideal,0.01,3.935546875,4.666015625,0.73046875,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,512,2,ideal,0.05,3.935546875,4.666015625,0.73046875,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,512,2,depol-medium,0.0,4.0625,4.572265625,0.509765625,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,512,2,depol-medium,0.01,4.0625,4.572265625,0.509765625,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,512,2,depol-medium,0.05,4.0625,4.572265625,0.509765625,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,512,2,depol-high,0.0,4.197265625,4.626953125,0.4296875,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,512,2,depol-high,0.01,4.197265625,4.626953125,0.4296875,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,512,2,depol-high,0.05,4.197265625,4.626953125,0.4296875,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,1024,0,ideal,0.0,4.0517578125,4.73046875,0.6787109375,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,1024,0,ideal,0.01,4.0517578125,4.73046875,0.6787109375,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,1024,0,ideal,0.05,4.0517578125,4.73046875,0.6787109375,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,1024,0,depol-medium,0.0,4.0810546875,4.6748046875,0.59375,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,1024,0,depol-medium,0.01,4.0810546875,4.6748046875,0.59375,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,1024,0,depol-medium,0.05,4.0810546875,4.6748046875,0.59375,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,1024,0,depol-high,0.0,4.234375,4.720703125,0.486328125,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,1024,0,depol-high,0.01,4.234375,4.720703125,0.486328125,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,1024,0,depol-high,0.05,4.234375,4.720703125,0.486328125,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,1024,1,ideal,0.0,4.06640625,4.7421875,0.67578125,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,1024,1,ideal,0.01,4.06640625,4.7421875,0.67578125,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,1024,1,ideal,0.05,4.06640625,4.7421875,0.67578125,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,1024,1,depol-medium,0.0,4.0791015625,4.671875,0.5927734375,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,1024,1,depol-medium,0.01,4.0791015625,4.671875,0.5927734375,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,1024,1,depol-medium,0.05,4.0791015625,4.671875,0.5927734375,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,1024,1,depol-high,0.0,4.2314453125,4.71484375,0.4833984375,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,1024,1,depol-high,0.01,4.2314453125,4.71484375,0.4833984375,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,1024,1,depol-high,0.05,4.2314453125,4.71484375,0.4833984375,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,1024,2,ideal,0.0,4.0234375,4.7216796875,0.6982421875,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,1024,2,ideal,0.01,4.0234375,4.7216796875,0.6982421875,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,1024,2,ideal,0.05,4.0234375,4.7216796875,0.6982421875,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,1024,2,depol-medium,0.0,4.076171875,4.671875,0.595703125,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,1024,2,depol-medium,0.01,4.076171875,4.671875,0.595703125,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,1024,2,depol-medium,0.05,4.076171875,4.671875,0.595703125,1
COMB-C1,er_n10_p0.3_seed2,sabre-mid,1024,2,depol-high,0.0,4.2275390625,4.7158203125,0.48828125,1
COMB-C2,er_n10_p0.3_seed2,sabre-mid,1024,2,depol-high,0.01,4.2275390625,4.7158203125,0.48828125,1
COMB-C3,er_n10_p0.3_seed2,sabre-mid,1024,2,depol-high,0.05,4.2275390625,4.7158203125,0.48828125,1
COMB-C1,er_n10_p0.3_seed2,dense-high,512,0,ideal,0.0,4.072265625,4.689453125,0.6171875,1
COMB-C2,er_n10_p0.3_seed2,dense-high,512,0,ideal,0.01,4.072265625,4.689453125,0.6171875,1
COMB-C3,er_n10_p0.3_seed2,dense-high,512,0,ideal,0.05,4.072265625,4.689453125,0.6171875,1
COMB-C1,er_n10_p0.3_seed2,dense-high,512,0,depol-medium,0.0,4.0625,4.578125,0.515625,1
COMB-C2,er_n10_p0.3_seed2,dense-high,512,0,depol-medium,0.01,4.0625,4.578125,0.515625,1
COMB-C3,er_n10_p0.3_seed2,dense-high,512,0,depol-medium,0.05,4.0625,4.578125,0.515625,1
COMB-C1,er_n10_p0.3_seed2,dense-high,512,0,depol-high,0.0,4.197265625,4.63671875,0.439453125,1
COMB-C2,er_n10_p0.3_seed2,dense-high,512,0,depol-high,0.01,4.197265625,4.63671875,0.439453125,1
COMB-C3,er_n10_p0.3_seed2,dense-high,512,0,depol-high,0.05,4.197265625,4.63671875,0.439453125,1
COMB-C1,er_n10_p0.3_seed2,dense-high,512,1,ideal,0.0,4.103515625,4.7734375,0.669921875,1
COMB-C2,er_n10_p0.3_seed2,dense-high,512,1,ideal,0.01,4.103515625,4.7734375,0.669921875,1
COMB-C3,er_n10_p0.3_seed2,dense-high,512,1,ideal,0.05,4.103515625,4.7734375,0.669921875,1
COMB-C1,er_n10_p0.3_seed2,dense-high,512,1,depol-medium,0.0,4.064453125,4.576171875,0.51171875,1
COMB-C2,er_n10_p0.3_seed2,dense-high,512,1,depol-medium,0.01,4.064453125,4.576171875,0.51171875,1
COMB-C3,er_n10_p0.3_seed2,dense-high,512,1,depol-medium,0.05,4.064453125,4.576171875,0.51171875,1
COMB-C1,er_n10_p0.3_seed2,dense-high,512,1,depol-high,0.0,4.19921875,4.62890625,0.4296875,1
COMB-C2,er_n10_p0.3_seed2,dense-high,512,1,depol-high,0.01,4.19921875,4.62890625,0.4296875,1
COMB-C3,er_n10_p0.3_seed2,dense-high,512,1,depol-high,0.05,4.19921875,4.62890625,0.4296875,1
COMB-C1,er_n10_p0.3_seed2,dense-high,512,2,ideal,0.0,3.935546875,4.666015625,0.73046875,1
COMB-C2,er_n10_p0.3_seed2,dense-high,512,2,ideal,0.01,3.935546875,4.666015625,0.73046875,1
COMB-C3,er_n10_p0.3_seed2,dense-high,512,2,ideal,0.05,3.935546875,4.666015625,0.73046875,1
COMB-C1,er_n10_p0.3_seed2,dense-high,512,2,depol-medium,0.0,4.0625,4.572265625,0.509765625,1
COMB-C2,er_n10_p0.3_seed2,dense-high,512,2,depol-medium,0.01,4.0625,4.572265625,0.509765625,1
COMB-C3,er_n10_p0.3_seed2,dense-high,512,2,depol-medium,0.05,4.0625,4.572265625,0.509765625,1
COMB-C1,er_n10_p0.3_seed2,dense-high,512,2,depol-high,0.0,4.197265625,4.626953125,0.4296875,1
COMB-C2,er_n10_p0.3_seed2,dense-high,512,2,depol-high,0.01,4.197265625,4.626953125,0.4296875,1
COMB-C3,er_n10_p0.3_seed2,dense-high,512,2,depol-high,0.05,4.197265625,4.626953125,0.4296875,1
COMB-C1,er_n10_p0.3_seed2,dense-high,1024,0,ideal,0.0,4.0517578125,4.73046875,0.6787109375,1
COMB-C2,er_n10_p0.3_seed2,dense-high,1024,0,ideal,0.01,4.0517578125,4.73046875,0.6787109375,1
COMB-C3,er_n10_p0.3_seed2,dense-high,1024,0,ideal,0.05,4.0517578125,4.73046875,0.6787109375,1
COMB-C1,er_n10_p0.3_seed2,dense-high,1024,0,depol-medium,0.0,4.0810546875,4.6748046875,0.59375,1
COMB-C2,er_n10_p0.3_seed2,dense-high,1024,0,depol-medium,0.01,4.0810546875,4.6748046875,0.59375,1
COMB-C3,er_n10_p0.3_seed2,dense-high,1024,0,depol-medium,0.05,4.0810546875,4.6748046875,0.59375,1
COMB-C1,er_n10_p0.3_seed2,dense-high,1024,0,depol-high,0.0,4.234375,4.720703125,0.486328125,1
COMB-C2,er_n10_p0.3_seed2,dense-high,1024,0,depol-high,0.01,4.234375,4.720703125,0.486328125,1
COMB-C3,er_n10_p0.3_seed2,dense-high,1024,0,depol-high,0.05,4.234375,4.720703125,0.486328125,1
COMB-C1,er_n10_p0.3_seed2,dense-high,1024,1,ideal,0.0,4.06640625,4.7421875,0.67578125,1
COMB-C2,er_n10_p0.3_seed2,dense-high,1024,1,ideal,0.01,4.06640625,4.7421875,0.67578125,1
COMB-C3,er_n10_p0.3_seed2,dense-high,1024,1,ideal,0.05,4.06640625,4.7421875,0.67578125,1
COMB-C1,er_n10_p0.3_seed2,dense-high,1024,1,depol-medium,0.0,4.0791015625,4.671875,0.5927734375,1
COMB-C2,er_n10_p0.3_seed2,dense-high,1024,1,depol-medium,0.01,4.0791015625,4.671875,0.5927734375,1
COMB-C3,er_n10_p0.3_seed2,dense-high,1024,1,depol-medium,0.05,4.0791015625,4.671875,0.5927734375,1
COMB-C1,er_n10_p0.3_seed2,dense-high,1024,1,depol-high,0.0,4.2314453125,4.71484375,0.4833984375,1
COMB-C2,er_n10_p0.3_seed2,dense-high,1024,1,depol-high,0.01,4.2314453125,4.71484375,0.4833984375,1
COMB-C3,er_n10_p0.3_seed2,dense-high,1024,1,depol-high,0.05,4.2314453125,4.71484375,0.4833984375,1
COMB-C1,er_n10_p0.3_seed2,dense-high,1024,2,ideal,0.0,4.0234375,4.7216796875,0.6982421875,1
COMB-C2,er_n10_p0.3_seed2,dense-high,1024,2,ideal,0.01,4.0234375,4.7216796875,0.6982421875,1
COMB-C3,er_n10_p0.3_seed2,dense-high,1024,2,ideal,0.05,4.0234375,4.7216796875,0.6982421875,1
COMB-C1,er_n10_p0.3_seed2,dense-high,1024,2,depol-medium,0.0,4.076171875,4.671875,0.595703125,1
COMB-C2,er_n10_p0.3_seed2,dense-high,1024,2,depol-medium,0.01,4.076171875,4.671875,0.595703125,1
COMB-C3,er_n10_p0.3_seed2,dense-high,1024,2,depol-medium,0.05,4.076171875,4.671875,0.595703125,1
COMB-C1,er_n10_p0.3_seed2,dense-high,1024,2,depol-high,0.0,4.2275390625,4.7158203125,0.48828125,1
COMB-C2,er_n10_p0.3_seed2,dense-high,1024,2,depol-high,0.01,4.2275390625,4.7158203125,0.48828125,1
COMB-C3,er_n10_p0.3_seed2,dense-high,1024,2,depol-high,0.05,4.2275390625,4.7158203125,0.48828125,1
COMB-C1,er_n10_p0.3_seed2,constrained-basis,512,0,ideal,0.0,4.072265625,4.689453125,0.6171875,1
COMB-C2,er_n10_p0.3_seed2,constrained-basis,512,0,ideal,0.01,4.072265625,4.689453125,0.6171875,1
COMB-C3,er_n10_p0.3_seed2,constrained-basis,512,0,ideal,0.05,4.072265625,4.689453125,0.6171875,1
COMB-C1,er_n10_p0.3_seed2,constrained-basis,512,0,depol-medium,0.0,4.314453125,4.751953125,0.4375,1
COMB-C2,er_n10_p0.3_seed2,constrained-basis,512,0,depol-medium,0.01,4.314453125,4.751953125,0.4375,1
COMB-C3,er_n10_p0.3_seed2,constrained-basis,512,0,depol-medium,0.05,4.314453125,4.751953125,0.4375,1
